
================================================= Netlist Information ==================================================

Total Gates : 100 || Total Pins : 4788 || Total Wires : 1232

=================================================== Gate Information ===================================================

Gate : 1 || Pos_X : 41 || Pos_Y 6 || Width : 17 || Height : 88
Pin : 1 || Parent_Gate : 1 || Pin_X : 41 || Pin_Y : 17
Member : 2 || Parent Gate : 90 || Pin : 3

Wire_Group : (34, 78) || X_min : 381 || Y_min : 268 || X_max : 945 || Y_max : 672 || Wire_Legth : 968 || Members : 3
Member : 1 || Parent Gate : 34 || Pin : 78
Member : 2 || Parent Gate : 25 || Pin : 90
Member : 3 || Parent Gate : 70 || Pin : 53

Wire_Group : (6, 82) || X_min : 435 || Y_min : 81 || X_max : 870 || Y_max : 852 || Wire_Legth : 1206 || Members : 3
Member : 1 || Parent Gate : 35 || Pin : 31
Member : 2 || Parent Gate : 6 || Pin : 82
Member : 3 || Parent Gate : 89 || Pin : 2

Wire_Group : (12, 15) || X_min : 31 || Y_min : 130 || X_max : 170 || Y_max : 561 || Wire_Legth : 570 || Members : 2
Member : 1 || Parent Gate : 51 || Pin : 5
Member : 2 || Parent Gate : 12 || Pin : 15

Wire_Group : (56, 12) || X_min : 437 || Y_min : 553 || X_max : 585 || Y_max : 842 || Wire_Legth : 437 || Members : 3
Member : 1 || Parent Gate : 85 || Pin : 18
Member : 2 || Parent Gate : 56 || Pin : 12
Member : 3 || Parent Gate : 75 || Pin : 3

Wire_Group : (11, 37) || X_min : 65 || Y_min : 157 || X_max : 252 || Y_max : 848 || Wire_Legth : 878 || Members : 2
Member : 1 || Parent Gate : 11 || Pin : 37
Member : 2 || Parent Gate : 83 || Pin : 30

Wire_Group : (43, 12) || X_min : 257 || Y_min : 150 || X_max : 644 || Y_max : 455 || Wire_Legth : 692 || Members : 2
Member : 1 || Parent Gate : 43 || Pin : 12
Member : 2 || Parent Gate : 17 || Pin : 1

Wire_Group : (15, 6) || X_min : 500 || Y_min : 151 || X_max : 659 || Y_max : 270 || Wire_Legth : 278 || Members : 3
Member : 1 || Parent Gate : 15 || Pin : 6
Member : 2 || Parent Gate : 26 || Pin : 61
Member : 3 || Parent Gate : 27 || Pin : 20

Wire_Group : (81, 12) || X_min : 49 || Y_min : 238 || X_max : 73 || Y_max : 849 || Wire_Legth : 635 || Members : 2
Member : 1 || Parent Gate : 81 || Pin : 12
Member : 2 || Parent Gate : 21 || Pin : 34

Wire_Group : (18, 36) || X_min : 465 || Y_min : 165 || X_max : 748 || Y_max : 319 || Wire_Legth : 437 || Members : 2
Member : 1 || Parent Gate : 35 || Pin : 93
Member : 2 || Parent Gate : 18 || Pin : 36

Wire_Group : (27, 9) || X_min : 278 || Y_min : 210 || X_max : 659 || Y_max : 740 || Wire_Legth : 911 || Members : 2
Member : 1 || Parent Gate : 73 || Pin : 17
Member : 2 || Parent Gate : 27 || Pin : 9

Wire_Group : (61, 31) || X_min : 62 || Y_min : 584 || X_max : 385 || Y_max : 618 || Wire_Legth : 357 || Members : 2
Member : 1 || Parent Gate : 61 || Pin : 31
Member : 2 || Parent Gate : 54 || Pin : 99

Wire_Group : (48, 70) || X_min : 180 || Y_min : 60 || X_max : 800 || Y_max : 454 || Wire_Legth : 1014 || Members : 2
Member : 1 || Parent Gate : 2 || Pin : 22
Member : 2 || Parent Gate : 48 || Pin : 70

Wire_Group : (67, 15) || X_min : 652 || Y_min : 561 || X_max : 910 || Y_max : 737 || Wire_Legth : 434 || Members : 3
Member : 1 || Parent Gate : 67 || Pin : 15
Member : 2 || Parent Gate : 80 || Pin : 21
Member : 3 || Parent Gate : 58 || Pin : 31

Wire_Group : (59, 4) || X_min : 161 || Y_min : 546 || X_max : 823 || Y_max : 937 || Wire_Legth : 1053 || Members : 2
Member : 1 || Parent Gate : 92 || Pin : 90
Member : 2 || Parent Gate : 59 || Pin : 4

Wire_Group : (80, 56) || X_min : 489 || Y_min : 460 || X_max : 910 || Y_max : 779 || Wire_Legth : 740 || Members : 2
Member : 1 || Parent Gate : 45 || Pin : 42
Member : 2 || Parent Gate : 80 || Pin : 56

Wire_Group : (76, 17) || X_min : 496 || Y_min : 51 || X_max : 557 || Y_max : 737 || Wire_Legth : 747 || Members : 2
Member : 1 || Parent Gate : 5 || Pin : 17
Member : 2 || Parent Gate : 76 || Pin : 17

Wire_Group : (88, 9) || X_min : 41 || Y_min : 53 || X_max : 706 || Y_max : 858 || Wire_Legth : 1470 || Members : 2
Member : 1 || Parent Gate : 1 || Pin : 34
Member : 2 || Parent Gate : 88 || Pin : 9

Wire_Group : (79, 2) || X_min : 388 || Y_min : 750 || X_max : 821 || Y_max : 768 || Wire_Legth : 451 || Members : 2
Member : 1 || Parent Gate : 74 || Pin : 2
Member : 2 || Parent Gate : 79 || Pin : 2

Wire_Group : (1, 21) || X_min : 41 || Y_min : 40 || X_max : 437 || Y_max : 823 || Wire_Legth : 1179 || Members : 2
Member : 1 || Parent Gate : 1 || Pin : 21
Member : 2 || Parent Gate : 85 || Pin : 10

Wire_Group : (98, 60) || X_min : 752 || Y_min : 758 || X_max : 772 || Y_max : 930 || Wire_Legth : 192 || Members : 2
Member : 1 || Parent Gate : 78 || Pin : 8
Member : 2 || Parent Gate : 98 || Pin : 60

Wire_Group : (100, 9) || X_min : 258 || Y_min : 348 || X_max : 939 || Y_max : 931 || Wire_Legth : 1264 || Members : 2
Member : 1 || Parent Gate : 33 || Pin : 3
Member : 2 || Parent Gate : 100 || Pin : 9

Wire_Group : (77, 9) || X_min : 496 || Y_min : 28 || X_max : 623 || Y_max : 751 || Wire_Legth : 850 || Members : 2
Member : 1 || Parent Gate : 5 || Pin : 31
Member : 2 || Parent Gate : 77 || Pin : 9

Wire_Group : (42, 7) || X_min : 200 || Y_min : 429 || X_max : 639 || Y_max : 958 || Wire_Legth : 968 || Members : 2
Member : 1 || Parent Gate : 42 || Pin : 7
Member : 2 || Parent Gate : 97 || Pin : 26

Wire_Group : (87, 4) || X_min : 627 || Y_min : 855 || X_max : 939 || Y_max : 974 || Wire_Legth : 431 || Members : 2
Member : 1 || Parent Gate : 87 || Pin : 4
Member : 2 || Parent Gate : 100 || Pin : 52

Wire_Group : (81, 34) || X_min : 50 || Y_min : 656 || X_max : 381 || Y_max : 852 || Wire_Legth : 527 || Members : 2
Member : 1 || Parent Gate : 81 || Pin : 34
Member : 2 || Parent Gate : 64 || Pin : 59

Wire_Group : (39, 24) || X_min : 838 || Y_min : 309 || X_max : 999 || Y_max : 327 || Wire_Legth : 179 || Members : 2
Member : 1 || Parent Gate : 39 || Pin : 24
Member : 2 || Parent Gate : 40 || Pin : 37

Wire_Group : (44, 21) || X_min : 108 || Y_min : 457 || X_max : 384 || Y_max : 810 || Wire_Legth : 629 || Members : 2
Member : 1 || Parent Gate : 82 || Pin : 6
Member : 2 || Parent Gate : 44 || Pin : 21

Wire_Group : (48, 72) || X_min : 489 || Y_min : 436 || X_max : 800 || Y_max : 456 || Wire_Legth : 331 || Members : 2
Member : 1 || Parent Gate : 45 || Pin : 40
Member : 2 || Parent Gate : 48 || Pin : 72

Wire_Group : (93, 102) || X_min : 270 || Y_min : 640 || X_max : 648 || Y_max : 940 || Wire_Legth : 678 || Members : 2
Member : 1 || Parent Gate : 93 || Pin : 102
Member : 2 || Parent Gate : 67 || Pin : 4

Wire_Group : (44, 2) || X_min : 315 || Y_min : 450 || X_max : 989 || Y_max : 773 || Wire_Legth : 997 || Members : 2
Member : 1 || Parent Gate : 44 || Pin : 2
Member : 2 || Parent Gate : 80 || Pin : 68

Wire_Group : (99, 35) || X_min : 435 || Y_min : 311 || X_max : 818 || Y_max : 972 || Wire_Legth : 1044 || Members : 2
Member : 1 || Parent Gate : 35 || Pin : 4
Member : 2 || Parent Gate : 99 || Pin : 35

Wire_Group : (58, 29) || X_min : 326 || Y_min : 63 || X_max : 777 || Y_max : 559 || Wire_Legth : 947 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 16
Member : 2 || Parent Gate : 58 || Pin : 29

Wire_Group : (28, 21) || X_min : 188 || Y_min : 238 || X_max : 791 || Y_max : 646 || Wire_Legth : 1011 || Members : 2
Member : 1 || Parent Gate : 62 || Pin : 7
Member : 2 || Parent Gate : 28 || Pin : 21

Wire_Group : (22, 36) || X_min : 158 || Y_min : 57 || X_max : 840 || Y_max : 244 || Wire_Legth : 869 || Members : 2
Member : 1 || Parent Gate : 22 || Pin : 36
Member : 2 || Parent Gate : 9 || Pin : 14

Wire_Group : (19, 91) || X_min : 877 || Y_min : 150 || X_max : 955 || Y_max : 632 || Wire_Legth : 560 || Members : 2
Member : 1 || Parent Gate : 19 || Pin : 91
Member : 2 || Parent Gate : 70 || Pin : 65

Wire_Group : (96, 14) || X_min : 117 || Y_min : 619 || X_max : 575 || Y_max : 959 || Wire_Legth : 798 || Members : 3
Member : 1 || Parent Gate : 72 || Pin : 1
Member : 2 || Parent Gate : 64 || Pin : 3
Member : 3 || Parent Gate : 96 || Pin : 14

Wire_Group : (92, 28) || X_min : 139 || Y_min : 253 || X_max : 239 || Y_max : 932 || Wire_Legth : 779 || Members : 2
Member : 1 || Parent Gate : 92 || Pin : 28
Member : 2 || Parent Gate : 23 || Pin : 8

Wire_Group : (47, 8) || X_min : 619 || Y_min : 453 || X_max : 706 || Y_max : 846 || Wire_Legth : 480 || Members : 2
Member : 1 || Parent Gate : 47 || Pin : 8
Member : 2 || Parent Gate : 88 || Pin : 3

Wire_Group : (46, 32) || X_min : 108 || Y_min : 480 || X_max : 519 || Y_max : 891 || Wire_Legth : 822 || Members : 2
Member : 1 || Parent Gate : 82 || Pin : 60
Member : 2 || Parent Gate : 46 || Pin : 32

Wire_Group : (99, 10) || X_min : 399 || Y_min : 847 || X_max : 818 || Y_max : 947 || Wire_Legth : 519 || Members : 2
Member : 1 || Parent Gate : 84 || Pin : 44
Member : 2 || Parent Gate : 99 || Pin : 10

Wire_Group : (77, 14) || X_min : 373 || Y_min : 64 || X_max : 623 || Y_max : 744 || Wire_Legth : 930 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 58
Member : 2 || Parent Gate : 77 || Pin : 14

Wire_Group : (51, 15) || X_min : 31 || Y_min : 264 || X_max : 440 || Y_max : 533 || Wire_Legth : 678 || Members : 2
Member : 1 || Parent Gate : 51 || Pin : 15
Member : 2 || Parent Gate : 25 || Pin : 14

Wire_Group : (44, 18) || X_min : 384 || Y_min : 17 || X_max : 840 || Y_max : 456 || Wire_Legth : 895 || Members : 2
Member : 1 || Parent Gate : 44 || Pin : 18
Member : 2 || Parent Gate : 9 || Pin : 37

Wire_Group : (54, 90) || X_min : 239 || Y_min : 247 || X_max : 385 || Y_max : 575 || Wire_Legth : 474 || Members : 2
Member : 1 || Parent Gate : 23 || Pin : 2
Member : 2 || Parent Gate : 54 || Pin : 90

Wire_Group : (58, 27) || X_min : 496 || Y_min : 76 || X_max : 777 || Y_max : 557 || Wire_Legth : 762 || Members : 2
Member : 1 || Parent Gate : 5 || Pin : 26
Member : 2 || Parent Gate : 58 || Pin : 27

Wire_Group : (48, 45) || X_min : 373 || Y_min : 63 || X_max : 800 || Y_max : 426 || Wire_Legth : 790 || Members : 2
Member : 1 || Parent Gate : 4 || Pin : 57
Member : 2 || Parent Gate : 48 || Pin : 45

Wire_Group : (21, 36) || X_min : 73 || Y_min : 258 || X_max : 188 || Y_max : 646 || Wire_Legth : 503 || Members : 2
Member : 1 || Parent Gate : 21 || Pin : 36
Member : 2 || Parent Gate : 62 || Pin : 7

Wire_Group : (18, 30) || X_min : 659 || Y_min : 149 || X_max : 748 || Y_max : 347 || Wire_Legth : 287 || Members : 2
Member : 1 || Parent Gate : 37 || Pin : 63
Member : 2 || Parent Gate : 18 || Pin : 30

Wire_Group : (93, 29) || X_min : 8 || Y_min : 930 || X_max : 229 || Y_max : 944 || Wire_Legth : 235 || Members : 2
Member : 1 || Parent Gate : 91 || Pin : 15
Member : 2 || Parent Gate : 93 || Pin : 29

Wire_Group : (41, 35) || X_min : 78 || Y_min : 470 || X_max : 406 || Y_max : 969 || Wire_Legth : 827 || Members : 2
Member : 1 || Parent Gate : 41 || Pin : 35
Member : 2 || Parent Gate : 95 || Pin : 11

Wire_Group : (46, 4) || X_min : 519 || Y_min : 169 || X_max : 535 || Y_max : 445 || Wire_Legth : 292 || Members : 2
Member : 1 || Parent Gate : 46 || Pin : 4
Member : 2 || Parent Gate : 16 || Pin : 35

Wire_Group : (53, 7) || X_min : 232 || Y_min : 330 || X_max : 795 || Y_max : 525 || Wire_Legth : 758 || Members : 2
Member : 1 || Parent Gate : 53 || Pin : 7
Member : 2 || Parent Gate : 38 || Pin : 51

Wire_Group : (22, 4) || X_min : 142 || Y_min : 253 || X_max : 795 || Y_max : 371 || Wire_Legth : 771 || Members : 2
Member : 1 || Parent Gate : 22 || Pin : 4
Member : 2 || Parent Gate : 38 || Pin : 57

Wire_Group : (53, 1) || X_min : 232 || Y_min : 230 || X_max : 659 || Y_max : 550 || Wire_Legth : 747 || Members : 2
Member : 1 || Parent Gate : 53 || Pin : 1
Member : 2 || Parent Gate : 27 || Pin : 19

Wire_Group : (37, 60) || X_min : 41 || Y_min : 31 || X_max : 659 || Y_max : 366 || Wire_Legth : 953 || Members : 2
Member : 1 || Parent Gate : 1 || Pin : 27
Member : 2 || Parent Gate : 37 || Pin : 60

Wire_Group : (18, 44) || X_min : 722 || Y_min : 173 || X_max : 748 || Y_max : 542 || Wire_Legth : 395 || Members : 2
Member : 1 || Parent Gate : 58 || Pin : 10
Member : 2 || Parent Gate : 18 || Pin : 44

Wire_Group : (41, 14) || X_min : 22 || Y_min : 88 || X_max : 41 || Y_max : 478 || Wire_Legth : 409 || Members : 2
Member : 1 || Parent Gate : 41 || Pin : 14
Member : 2 || Parent Gate : 1 || Pin : 69

Wire_Group : (98, 5) || X_min : 525 || Y_min : 259 || X_max : 728 || Y_max : 929 || Wire_Legth : 873 || Members : 2
Member : 1 || Parent Gate : 26 || Pin : 50
Member : 2 || Parent Gate : 98 || Pin : 5

Wire_Group : (8, 4) || X_min : 155 || Y_min : 46 || X_max : 727 || Y_max : 541 || Wire_Legth : 1067 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 6
Member : 2 || Parent Gate : 8 || Pin : 4

Wire_Group : (37, 4) || X_min : 641 || Y_min : 347 || X_max : 910 || Y_max : 745 || Wire_Legth : 667 || Members : 2
Member : 1 || Parent Gate : 37 || Pin : 4
Member : 2 || Parent Gate : 80 || Pin : 22

Wire_Group : (8, 17) || X_min : 50 || Y_min : 48 || X_max : 772 || Y_max : 863 || Wire_Legth : 1537 || Members : 2
Member : 1 || Parent Gate : 81 || Pin : 45
Member : 2 || Parent Gate : 8 || Pin : 17

Wire_Group : (34, 37) || X_min : 35 || Y_min : 131 || X_max : 494 || Y_max : 965 || Wire_Legth : 1293 || Members : 3
Member : 1 || Parent Gate : 11 || Pin : 31
Member : 2 || Parent Gate : 34 || Pin : 37
Member : 3 || Parent Gate : 95 || Pin : 36

Wire_Group : (37, 56) || X_min : 494 || Y_min : 362 || X_max : 659 || Y_max : 970 || Wire_Legth : 773 || Members : 2
Member : 1 || Parent Gate : 95 || Pin : 41
Member : 2 || Parent Gate : 37 || Pin : 56

Wire_Group : (34, 20) || X_min : 318 || Y_min : 332 || X_max : 514 || Y_max : 863 || Wire_Legth : 727 || Members : 2
Member : 1 || Parent Gate : 34 || Pin : 20
Member : 2 || Parent Gate : 86 || Pin : 23

Wire_Group : (53, 14) || X_min : 170 || Y_min : 179 || X_max : 232 || Y_max : 538 || Wire_Legth : 421 || Members : 2
Member : 1 || Parent Gate : 12 || Pin : 24
Member : 2 || Parent Gate : 53 || Pin : 14

Wire_Group : (12, 4) || X_min : 130 || Y_min : 180 || X_max : 777 || Y_max : 541 || Wire_Legth : 1008 || Members : 2
Member : 1 || Parent Gate : 12 || Pin : 4
Member : 2 || Parent Gate : 58 || Pin : 20

Wire_Group : (26, 59) || X_min : 247 || Y_min : 268 || X_max : 525 || Y_max : 860 || Wire_Legth : 870 || Members : 2
Member : 1 || Parent Gate : 83 || Pin : 23
Member : 2 || Parent Gate : 26 || Pin : 59

Wire_Group : (12, 18) || X_min : 170 || Y_min : 141 || X_max : 639 || Y_max : 940 || Wire_Legth : 1268 || Members : 2
Member : 1 || Parent Gate : 12 || Pin : 18
Member : 2 || Parent Gate : 97 || Pin : 9

Wire_Group : (11, 38) || X_min : 65 || Y_min : 135 || X_max : 639 || Y_max : 933 || Wire_Legth : 1372 || Members : 2
Member : 1 || Parent Gate : 11 || Pin : 38
Member : 2 || Parent Gate : 97 || Pin : 8

Wire_Group : (6, 48) || X_min : 600 || Y_min : 43 || X_max : 777 || Y_max : 547 || Wire_Legth : 681 || Members : 2
Member : 1 || Parent Gate : 6 || Pin : 48
Member : 2 || Parent Gate : 58 || Pin : 17

Wire_Group : (94, 23) || X_min : 191 || Y_min : 66 || X_max : 389 || Y_max : 954 || Wire_Legth : 1086 || Members : 3
Member : 1 || Parent Gate : 82 || Pin : 75
Member : 2 || Parent Gate : 4 || Pin : 60
Member : 3 || Parent Gate : 94 || Pin : 23

Wire_Group : (56, 1) || X_min : 514 || Y_min : 549 || X_max : 870 || Y_max : 852 || Wire_Legth : 659 || Members : 2
Member : 1 || Parent Gate : 56 || Pin : 1
Member : 2 || Parent Gate : 89 || Pin : 2

Wire_Group : (35, 74) || X_min : 191 || Y_min : 381 || X_max : 435 || Y_max : 872 || Wire_Legth : 735 || Members : 2
Member : 1 || Parent Gate : 82 || Pin : 66
Member : 2 || Parent Gate : 35 || Pin : 74

Wire_Group : (80, 24) || X_min : 155 || Y_min : 550 || X_max : 910 || Y_max : 725 || Wire_Legth : 930 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 13
Member : 2 || Parent Gate : 80 || Pin : 24

Wire_Group : (46, 46) || X_min : 519 || Y_min : 319 || X_max : 704 || Y_max : 494 || Wire_Legth : 360 || Members : 2
Member : 1 || Parent Gate : 46 || Pin : 46
Member : 2 || Parent Gate : 38 || Pin : 8

Wire_Group : (87, 8) || X_min : 273 || Y_min : 657 || X_max : 672 || Y_max : 851 || Wire_Legth : 593 || Members : 2
Member : 1 || Parent Gate : 63 || Pin : 34
Member : 2 || Parent Gate : 87 || Pin : 8

Wire_Group : (10, 7) || X_min : 260 || Y_min : 53 || X_max : 922 || Y_max : 251 || Wire_Legth : 860 || Members : 2
Member : 1 || Parent Gate : 23 || Pin : 12
Member : 2 || Parent Gate : 10 || Pin : 7

Wire_Group : (6, 17) || X_min : 155 || Y_min : 27 || X_max : 500 || Y_max : 567 || Wire_Legth : 885 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 30
Member : 2 || Parent Gate : 6 || Pin : 17

Wire_Group : (34, 45) || X_min : 232 || Y_min : 362 || X_max : 381 || Y_max : 586 || Wire_Legth : 373 || Members : 2
Member : 1 || Parent Gate : 53 || Pin : 12
Member : 2 || Parent Gate : 34 || Pin : 45

Wire_Group : (53, 23) || X_min : 65 || Y_min : 171 || X_max : 268 || Y_max : 521 || Wire_Legth : 553 || Members : 2
Member : 1 || Parent Gate : 11 || Pin : 40
Member : 2 || Parent Gate : 53 || Pin : 23

Wire_Group : (84, 36) || X_min : 82 || Y_min : 750 || X_max : 399 || Y_max : 834 || Wire_Legth : 401 || Members : 2
Member : 1 || Parent Gate : 71 || Pin : 2
Member : 2 || Parent Gate : 84 || Pin : 36

Wire_Group : (18, 4) || X_min : 748 || Y_min : 133 || X_max : 999 || Y_max : 323 || Wire_Legth : 441 || Members : 2
Member : 1 || Parent Gate : 18 || Pin : 4
Member : 2 || Parent Gate : 40 || Pin : 9

Wire_Group : (26, 94) || X_min : 92 || Y_min : 251 || X_max : 575 || Y_max : 944 || Wire_Legth : 1176 || Members : 2
Member : 1 || Parent Gate : 91 || Pin : 98
Member : 2 || Parent Gate : 26 || Pin : 94

Wire_Group : (17, 8) || X_min : 539 || Y_min : 151 || X_max : 644 || Y_max : 662 || Wire_Legth : 616 || Members : 2
Member : 1 || Parent Gate : 66 || Pin : 23
Member : 2 || Parent Gate : 17 || Pin : 8

Wire_Group : (25, 67) || X_min : 460 || Y_min : 245 || X_max : 494 || Y_max : 943 || Wire_Legth : 732 || Members : 2
Member : 1 || Parent Gate : 25 || Pin : 67
Member : 2 || Parent Gate : 95 || Pin : 19

Wire_Group : (28, 45) || X_min : 69 || Y_min : 262 || X_max : 870 || Y_max : 854 || Wire_Legth : 1393 || Members : 3
Member : 1 || Parent Gate : 51 || Pin : 29
Member : 2 || Parent Gate : 28 || Pin : 45
Member : 3 || Parent Gate : 89 || Pin : 4

Wire_Group : (4, 44) || X_min : 8 || Y_min : 50 || X_max : 373 || Y_max : 964 || Wire_Legth : 1279 || Members : 2
Member : 1 || Parent Gate : 91 || Pin : 49
Member : 2 || Parent Gate : 4 || Pin : 44

Wire_Group : (6, 3) || X_min : 500 || Y_min : 35 || X_max : 859 || Y_max : 66 || Wire_Legth : 390 || Members : 2
Member : 1 || Parent Gate : 6 || Pin : 3
Member : 2 || Parent Gate : 9 || Pin : 69

Wire_Group : (40, 9) || X_min : 460 || Y_min : 264 || X_max : 999 || Y_max : 323 || Wire_Legth : 598 || Members : 2
Member : 1 || Parent Gate : 25 || Pin : 86
Member : 2 || Parent Gate : 40 || Pin : 9

Wire_Group : (21, 28) || X_min : 73 || Y_min : 28 || X_max : 496 || Y_max : 557 || Wire_Legth : 952 || Members : 3
Member : 1 || Parent Gate : 21 || Pin : 28
Member : 2 || Parent Gate : 54 || Pin : 72
Member : 3 || Parent Gate : 5 || Pin : 31

Wire_Group : (59, 30) || X_min : 876 || Y_min : 552 || X_max : 985 || Y_max : 849 || Wire_Legth : 406 || Members : 2
Member : 1 || Parent Gate : 59 || Pin : 30
Member : 2 || Parent Gate : 90 || Pin : 3

Wire_Group : (49, 5) || X_min : 808 || Y_min : 448 || X_max : 985 || Y_max : 849 || Wire_Legth : 578 || Members : 2
Member : 1 || Parent Gate : 49 || Pin : 5
Member : 2 || Parent Gate : 90 || Pin : 3

Wire_Group : (41, 12) || X_min : 22 || Y_min : 444 || X_max : 793 || Y_max : 847 || Wire_Legth : 1174 || Members : 2
Member : 1 || Parent Gate : 41 || Pin : 12
Member : 2 || Parent Gate : 88 || Pin : 10

Wire_Group : (39, 41) || X_min : 411 || Y_min : 375 || X_max : 861 || Y_max : 452 || Wire_Legth : 527 || Members : 2
Member : 1 || Parent Gate : 45 || Pin : 13
Member : 2 || Parent Gate : 39 || Pin : 41

Wire_Group : (8, 3) || X_min : 462 || Y_min : 51 || X_max : 727 || Y_max : 863 || Wire_Legth : 1077 || Members : 2
Member : 1 || Parent Gate : 85 || Pin : 65
Member : 2 || Parent Gate : 8 || Pin : 3

Wire_Group : (81, 46) || X_min : 50 || Y_min : 458 || X_max : 800 || Y_max : 864 || Wire_Legth : 1156 || Members : 2
Member : 1 || Parent Gate : 81 || Pin : 46
Member : 2 || Parent Gate : 48 || Pin : 74

Wire_Group : (56, 10) || X_min : 180 || Y_min : 60 || X_max : 585 || Y_max : 551 || Wire_Legth : 896 || Members : 2
Member : 1 || Parent Gate : 2 || Pin : 22
Member : 2 || Parent Gate : 56 || Pin : 10

Wire_Group : (98, 33) || X_min : 145 || Y_min : 556 || X_max : 728 || Y_max : 957 || Wire_Legth : 984 || Members : 2
Member : 1 || Parent Gate : 52 || Pin : 1
Member : 2 || Parent Gate : 98 || Pin : 33

Wire_Group : (46, 52) || X_min : 581 || Y_min : 445 || X_max : 871 || Y_max : 652 || Wire_Legth : 497 || Members : 2
Member : 1 || Parent Gate : 46 || Pin : 52
Member : 2 || Parent Gate : 69 || Pin : 12

Wire_Group : (24, 19) || X_min : 247 || Y_min : 244 || X_max : 365 || Y_max : 839 || Wire_Legth : 713 || Members : 2
Member : 1 || Parent Gate : 83 || Pin : 2
Member : 2 || Parent Gate : 24 || Pin : 19

Wire_Group : (22, 56) || X_min : 158 || Y_min : 267 || X_max : 435 || Y_max : 360 || Wire_Legth : 370 || Members : 2
Member : 1 || Parent Gate : 22 || Pin : 56
Member : 2 || Parent Gate : 35 || Pin : 53

Wire_Group : (37, 10) || X_min : 641 || Y_min : 37 || X_max : 840 || Y_max : 352 || Wire_Legth : 514 || Members : 2
